Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
64670.0,61858,Female,Loyal Customer,48,Personal Travel,Eco Plus,1504,1,5,0,4,5,2,3,5,5,0,5,3,5,1,0,0.0,neutral or dissatisfied
64683.0,52455,Female,Loyal Customer,53,Business travel,Eco Plus,237,5,2,5,2,4,5,2,5,5,5,5,4,5,1,0,0.0,satisfied
64697.0,17760,Female,disloyal Customer,19,Business travel,Eco Plus,456,2,2,2,4,2,1,1,4,4,4,4,1,2,1,141,127.0,neutral or dissatisfied
64709.0,90054,Female,disloyal Customer,40,Business travel,Business,957,5,5,5,3,4,5,5,4,3,4,5,5,4,4,11,23.0,satisfied
64711.0,20918,Female,Loyal Customer,45,Business travel,Business,1735,1,1,1,1,2,4,1,4,4,5,4,1,4,1,0,0.0,satisfied
64713.0,109199,Female,disloyal Customer,20,Business travel,Eco,612,3,4,3,3,2,3,1,2,4,4,4,2,3,2,20,16.0,neutral or dissatisfied
64735.0,94298,Female,disloyal Customer,20,Business travel,Eco,239,4,0,4,4,1,4,3,1,3,3,5,3,4,1,0,0.0,satisfied
64758.0,92796,Female,Loyal Customer,50,Personal Travel,Business,1541,1,4,1,3,2,4,4,5,5,1,5,5,5,3,26,21.0,neutral or dissatisfied
64771.0,11879,Male,Loyal Customer,20,Personal Travel,Eco,912,2,4,2,2,3,2,5,3,4,5,5,3,5,3,15,4.0,neutral or dissatisfied
64792.0,41769,Male,Loyal Customer,14,Business travel,Eco,872,3,2,3,2,3,3,4,3,3,1,3,3,3,3,0,0.0,neutral or dissatisfied
64801.0,44379,Male,Loyal Customer,61,Personal Travel,Eco,229,4,4,4,1,5,4,3,5,3,2,5,5,5,5,0,0.0,neutral or dissatisfied
64832.0,85398,Female,disloyal Customer,20,Business travel,Eco,214,2,0,2,1,3,2,5,3,5,5,5,3,4,3,0,0.0,neutral or dissatisfied
64835.0,115894,Female,Loyal Customer,24,Business travel,Eco,337,5,5,5,5,5,5,4,5,1,4,2,1,2,5,0,0.0,satisfied
64847.0,10567,Female,disloyal Customer,44,Business travel,Business,316,5,5,5,3,2,5,4,2,5,3,5,3,5,2,50,47.0,satisfied
64858.0,36766,Female,Loyal Customer,28,Business travel,Eco,2704,0,0,0,5,0,4,3,2,5,5,5,3,4,3,0,2.0,satisfied
64887.0,41881,Female,Loyal Customer,13,Personal Travel,Eco,760,3,4,3,2,4,3,2,4,4,3,5,5,5,4,0,0.0,neutral or dissatisfied
64918.0,96890,Male,Loyal Customer,59,Personal Travel,Eco,972,3,5,3,2,2,3,5,2,4,2,5,4,5,2,0,0.0,neutral or dissatisfied
64923.0,16898,Male,Loyal Customer,70,Personal Travel,Eco,746,1,2,1,4,2,1,5,2,1,3,3,4,4,2,45,49.0,neutral or dissatisfied
64925.0,107527,Female,disloyal Customer,16,Business travel,Eco Plus,838,3,1,3,4,2,3,2,2,2,5,3,2,3,2,1,0.0,neutral or dissatisfied
64945.0,40634,Female,Loyal Customer,47,Business travel,Eco Plus,216,5,3,3,3,1,3,1,5,5,5,5,1,5,1,0,0.0,satisfied
64969.0,102347,Female,disloyal Customer,22,Business travel,Eco,223,3,3,3,4,4,3,3,4,1,2,3,3,4,4,22,14.0,neutral or dissatisfied
64979.0,30129,Male,Loyal Customer,10,Personal Travel,Eco,539,3,5,3,1,4,3,5,4,4,2,5,5,4,4,0,0.0,neutral or dissatisfied
64996.0,428,Female,Loyal Customer,40,Business travel,Business,1654,4,3,3,3,3,4,4,1,1,2,4,3,1,4,0,0.0,neutral or dissatisfied
65006.0,106648,Female,disloyal Customer,10,Business travel,Eco,861,3,3,3,3,3,3,5,3,2,3,3,5,4,5,263,257.0,neutral or dissatisfied
65013.0,103739,Female,Loyal Customer,36,Personal Travel,Eco,405,2,3,2,4,5,2,2,5,1,1,5,5,3,5,10,10.0,neutral or dissatisfied
65017.0,128674,Female,disloyal Customer,28,Business travel,Eco,733,1,1,1,3,1,1,3,3,1,4,3,3,2,3,0,13.0,neutral or dissatisfied
65025.0,112183,Female,Loyal Customer,45,Personal Travel,Eco,895,2,5,2,4,4,3,2,2,2,2,2,1,2,3,11,0.0,neutral or dissatisfied
65038.0,46478,Male,Loyal Customer,51,Personal Travel,Business,125,1,2,1,4,3,4,4,4,4,1,1,2,4,3,18,21.0,neutral or dissatisfied
65061.0,14138,Male,disloyal Customer,47,Business travel,Business,232,1,1,1,4,5,1,2,5,4,1,4,2,4,5,0,0.0,neutral or dissatisfied
65087.0,46773,Male,Loyal Customer,57,Personal Travel,Eco Plus,196,3,3,3,1,2,3,3,2,5,1,4,1,3,2,50,45.0,neutral or dissatisfied
65091.0,85916,Female,disloyal Customer,24,Business travel,Eco,274,3,5,3,2,1,3,1,1,5,1,5,2,4,1,17,22.0,neutral or dissatisfied
65107.0,38730,Female,disloyal Customer,41,Business travel,Business,353,5,4,4,2,1,5,1,1,1,4,1,1,4,1,0,0.0,satisfied
65108.0,66260,Female,Loyal Customer,35,Personal Travel,Eco,550,4,2,4,3,2,4,5,2,2,5,1,1,3,2,0,0.0,neutral or dissatisfied
65125.0,44860,Female,disloyal Customer,10,Business travel,Eco,585,1,0,1,3,4,1,2,4,1,2,5,3,5,4,0,2.0,neutral or dissatisfied
65133.0,117930,Female,Loyal Customer,25,Business travel,Business,1716,1,1,1,1,2,2,2,2,3,5,4,5,5,2,0,0.0,satisfied
65139.0,34432,Male,Loyal Customer,45,Personal Travel,Eco,680,2,1,2,4,5,2,1,5,3,4,4,2,3,5,0,2.0,neutral or dissatisfied
65142.0,59058,Male,disloyal Customer,71,Business travel,Eco,1080,2,2,2,2,1,2,1,1,2,1,2,3,2,1,3,11.0,neutral or dissatisfied
65148.0,76438,Female,Loyal Customer,45,Personal Travel,Eco,405,2,4,4,3,4,1,1,3,2,4,5,1,3,1,148,137.0,neutral or dissatisfied
65158.0,31403,Female,Loyal Customer,9,Personal Travel,Eco Plus,1199,2,3,2,1,1,2,1,1,5,5,5,2,1,1,15,15.0,neutral or dissatisfied
65192.0,97216,Male,Loyal Customer,43,Business travel,Eco Plus,1129,1,5,5,5,1,1,1,1,4,1,3,1,3,1,11,7.0,neutral or dissatisfied
65198.0,46531,Female,disloyal Customer,20,Business travel,Eco,196,5,0,5,3,4,5,3,4,2,3,5,1,2,4,0,0.0,satisfied
65200.0,91026,Male,Loyal Customer,47,Personal Travel,Eco,404,2,1,2,3,2,2,4,2,2,3,3,3,4,2,0,0.0,neutral or dissatisfied
65204.0,5025,Male,Loyal Customer,19,Personal Travel,Business,137,3,0,3,3,2,3,1,2,3,5,4,1,3,2,20,37.0,neutral or dissatisfied
65207.0,111408,Female,Loyal Customer,62,Business travel,Eco Plus,650,4,1,2,1,4,1,1,4,4,4,4,2,4,4,5,0.0,satisfied
65222.0,120770,Female,disloyal Customer,8,Business travel,Eco,678,3,3,3,3,3,3,2,3,3,1,4,2,4,3,0,0.0,neutral or dissatisfied
65242.0,39961,Female,Loyal Customer,51,Business travel,Eco Plus,1086,4,5,5,5,2,4,3,3,3,4,3,4,3,3,0,0.0,satisfied
65247.0,36037,Male,disloyal Customer,22,Business travel,Eco,474,4,0,4,3,4,2,2,2,5,4,1,2,5,2,164,226.0,satisfied
65249.0,22508,Female,Loyal Customer,38,Business travel,Eco Plus,145,4,5,5,5,4,4,4,4,1,1,4,4,4,4,35,32.0,satisfied
65258.0,37086,Male,disloyal Customer,27,Business travel,Business,1189,2,2,2,2,3,2,2,3,1,3,3,3,3,3,15,11.0,neutral or dissatisfied
65259.0,88829,Female,Loyal Customer,54,Personal Travel,Eco Plus,545,3,1,3,2,1,3,2,4,4,3,4,4,4,1,43,51.0,neutral or dissatisfied
65260.0,92306,Female,Loyal Customer,8,Personal Travel,Business,2556,3,2,3,4,3,1,1,1,2,3,4,1,1,1,0,0.0,neutral or dissatisfied
65261.0,72834,Female,Loyal Customer,25,Business travel,Eco,1013,3,2,2,2,3,2,2,3,4,2,3,4,3,3,0,0.0,neutral or dissatisfied
65268.0,121939,Male,Loyal Customer,70,Personal Travel,Eco,2282,3,0,3,2,3,1,5,2,1,5,4,5,1,5,0,14.0,neutral or dissatisfied
65274.0,31743,Female,disloyal Customer,7,Business travel,Eco Plus,862,3,3,2,4,4,2,4,4,2,4,4,2,3,4,3,0.0,neutral or dissatisfied
65288.0,126376,Male,Loyal Customer,60,Personal Travel,Eco,507,3,4,3,4,2,3,3,2,4,3,5,3,4,2,0,0.0,neutral or dissatisfied
65292.0,21921,Male,Loyal Customer,30,Business travel,Business,2640,1,1,1,1,5,5,5,5,5,1,5,2,3,5,1,2.0,satisfied
65306.0,15887,Male,Loyal Customer,40,Personal Travel,Eco,618,3,5,3,4,5,3,1,5,5,2,4,3,5,5,35,8.0,neutral or dissatisfied
65312.0,25595,Male,Loyal Customer,29,Personal Travel,Eco,874,1,2,1,3,2,1,1,2,1,2,3,1,4,2,0,3.0,neutral or dissatisfied
65327.0,54576,Female,Loyal Customer,25,Business travel,Eco Plus,925,0,4,0,1,4,0,5,4,4,5,2,5,5,4,4,0.0,satisfied
65339.0,43111,Female,Loyal Customer,66,Personal Travel,Eco,391,1,4,1,4,1,3,2,1,1,1,1,5,1,2,0,0.0,neutral or dissatisfied
65357.0,34791,Female,Loyal Customer,58,Personal Travel,Eco,301,3,4,3,2,3,5,2,4,4,3,4,5,4,3,0,0.0,neutral or dissatisfied
65368.0,29795,Female,Loyal Customer,30,Business travel,Business,95,4,4,4,4,3,4,3,3,4,1,4,5,4,3,2,16.0,satisfied
65382.0,1587,Male,disloyal Customer,19,Business travel,Business,140,2,3,2,4,5,2,5,5,1,1,4,2,3,5,0,0.0,neutral or dissatisfied
65384.0,19090,Male,Loyal Customer,22,Personal Travel,Eco,296,3,1,3,4,3,3,2,3,4,1,4,3,3,3,0,0.0,neutral or dissatisfied
65389.0,49777,Male,Loyal Customer,42,Business travel,Business,3469,2,2,2,2,5,5,2,5,5,4,4,4,5,5,0,0.0,satisfied
65435.0,20832,Female,disloyal Customer,29,Business travel,Eco,357,1,0,2,3,3,2,2,3,4,1,4,2,5,3,0,0.0,neutral or dissatisfied
65440.0,127625,Female,disloyal Customer,40,Business travel,Business,1773,2,2,2,4,2,2,2,2,2,3,3,1,3,2,0,0.0,neutral or dissatisfied
65455.0,10995,Female,disloyal Customer,40,Business travel,Business,224,3,3,3,3,4,3,4,4,1,3,3,2,4,4,0,0.0,neutral or dissatisfied
65460.0,7837,Female,Loyal Customer,45,Personal Travel,Eco Plus,710,1,5,1,4,2,4,5,3,3,1,3,4,3,3,0,0.0,neutral or dissatisfied
65463.0,34842,Female,Loyal Customer,7,Personal Travel,Eco Plus,264,4,4,0,4,0,5,5,1,1,3,3,5,4,5,169,158.0,neutral or dissatisfied
65464.0,27214,Male,Loyal Customer,23,Personal Travel,Eco Plus,2554,3,1,3,4,4,3,5,4,2,2,4,3,4,4,5,7.0,neutral or dissatisfied
65468.0,76991,Female,Loyal Customer,59,Personal Travel,Business,368,2,4,4,2,1,5,5,2,2,4,2,4,2,1,20,16.0,neutral or dissatisfied
65472.0,105520,Female,disloyal Customer,24,Business travel,Business,611,3,1,3,2,5,3,1,5,1,3,2,2,3,5,51,71.0,neutral or dissatisfied
65474.0,31292,Male,Loyal Customer,25,Business travel,Eco Plus,533,5,1,1,1,5,5,4,5,2,3,3,2,2,5,3,0.0,satisfied
65482.0,106668,Female,Loyal Customer,43,Business travel,Eco Plus,1190,2,4,4,4,4,5,1,2,2,2,2,5,2,3,0,12.0,satisfied
65498.0,122319,Male,Loyal Customer,22,Business travel,Eco Plus,541,2,5,5,5,2,2,1,2,2,5,4,2,3,2,0,0.0,neutral or dissatisfied
65500.0,118028,Male,disloyal Customer,37,Business travel,Business,1044,3,3,3,4,2,3,1,2,3,4,4,4,4,2,0,2.0,neutral or dissatisfied
65503.0,74406,Male,disloyal Customer,26,Business travel,Business,1205,5,5,5,2,5,2,2,4,4,4,4,2,3,2,452,444.0,satisfied
65506.0,73674,Female,disloyal Customer,18,Business travel,Eco,192,2,0,2,3,5,2,2,5,3,5,5,4,5,5,0,0.0,neutral or dissatisfied
65507.0,57052,Female,Loyal Customer,36,Business travel,Business,2133,2,5,5,5,5,1,1,2,2,2,2,1,2,4,17,26.0,neutral or dissatisfied
65541.0,40357,Male,Loyal Customer,62,Personal Travel,Business,1250,3,3,3,3,5,4,4,2,2,3,2,1,2,4,0,0.0,neutral or dissatisfied
65562.0,63561,Female,disloyal Customer,20,Business travel,Eco Plus,1009,2,0,2,3,3,2,2,3,3,1,3,3,3,3,2,0.0,neutral or dissatisfied
65568.0,100708,Female,disloyal Customer,38,Business travel,Business,328,3,3,3,3,4,3,1,4,4,3,4,3,4,4,0,0.0,neutral or dissatisfied
65585.0,68004,Female,disloyal Customer,49,Business travel,Business,304,3,3,3,2,4,3,5,4,5,5,5,4,5,4,0,0.0,neutral or dissatisfied
65587.0,51351,Female,disloyal Customer,18,Business travel,Eco Plus,86,3,0,3,3,1,3,2,1,4,1,4,5,1,1,0,2.0,neutral or dissatisfied
65613.0,52005,Male,disloyal Customer,37,Business travel,Eco,328,3,0,3,4,4,3,1,4,2,4,1,3,5,4,11,15.0,neutral or dissatisfied
65619.0,113457,Male,Loyal Customer,53,Business travel,Business,223,0,4,0,1,2,4,5,1,1,1,1,4,1,5,0,0.0,satisfied
65622.0,49825,Female,Loyal Customer,55,Business travel,Eco,86,1,2,2,2,1,3,3,2,2,1,2,1,2,4,26,34.0,neutral or dissatisfied
65630.0,63243,Male,disloyal Customer,34,Business travel,Business,372,1,1,1,2,4,1,2,4,5,5,4,3,5,4,0,0.0,neutral or dissatisfied
65631.0,39048,Male,disloyal Customer,24,Business travel,Eco Plus,313,4,0,5,2,2,5,3,2,4,3,1,4,3,2,0,3.0,satisfied
65642.0,30166,Female,Loyal Customer,63,Personal Travel,Eco,183,3,4,3,2,5,1,4,2,2,3,2,2,2,2,1,11.0,neutral or dissatisfied
65673.0,71461,Male,Loyal Customer,39,Personal Travel,Eco,867,3,2,3,4,5,3,4,5,2,5,4,4,3,5,0,13.0,neutral or dissatisfied
65682.0,110688,Male,Loyal Customer,47,Personal Travel,Eco,945,4,4,4,4,5,4,2,5,4,1,3,1,3,5,0,5.0,neutral or dissatisfied
65687.0,14058,Male,Loyal Customer,45,Business travel,Business,319,0,0,0,1,2,4,2,1,1,1,1,5,1,5,108,82.0,satisfied
65696.0,128815,Female,disloyal Customer,34,Business travel,Business,2475,1,1,1,1,1,3,3,3,3,5,5,3,5,3,5,7.0,neutral or dissatisfied
65704.0,103139,Female,Loyal Customer,67,Personal Travel,Eco Plus,546,3,3,3,3,1,3,4,2,2,3,2,2,2,3,29,16.0,neutral or dissatisfied
65711.0,127444,Male,disloyal Customer,27,Business travel,Eco Plus,609,4,4,4,4,2,4,2,2,5,5,3,2,5,2,0,0.0,neutral or dissatisfied
65717.0,51332,Female,Loyal Customer,30,Business travel,Eco Plus,308,0,0,0,2,1,0,1,1,3,4,5,4,1,1,0,0.0,satisfied
65724.0,114583,Male,disloyal Customer,39,Business travel,Business,480,1,1,1,1,1,1,4,1,3,5,5,3,5,1,30,15.0,neutral or dissatisfied
65727.0,34750,Female,Loyal Customer,20,Business travel,Business,3618,2,3,3,3,3,2,2,3,3,1,3,4,4,3,0,0.0,neutral or dissatisfied
65729.0,47142,Female,disloyal Customer,34,Business travel,Eco,908,1,1,1,3,5,1,5,5,2,5,4,5,3,5,0,0.0,neutral or dissatisfied
65733.0,117949,Female,disloyal Customer,25,Business travel,Business,255,2,5,2,4,2,2,1,2,4,5,5,5,4,2,0,0.0,neutral or dissatisfied
65734.0,55103,Male,Loyal Customer,62,Business travel,Business,2531,1,1,3,3,5,3,3,2,2,3,1,3,2,1,0,0.0,neutral or dissatisfied
65742.0,41615,Male,Loyal Customer,35,Business travel,Eco Plus,1235,5,1,1,1,5,5,5,5,5,5,5,2,4,5,4,0.0,satisfied
65743.0,16102,Female,Loyal Customer,35,Personal Travel,Eco,349,1,2,1,3,4,1,2,4,1,4,3,4,3,4,0,3.0,neutral or dissatisfied
65746.0,84998,Male,Loyal Customer,29,Business travel,Business,1590,2,5,5,5,2,2,2,2,2,4,4,1,4,2,0,1.0,neutral or dissatisfied
65779.0,73750,Female,Loyal Customer,50,Personal Travel,Eco,204,1,1,1,4,1,3,3,4,4,1,1,4,4,4,15,10.0,neutral or dissatisfied
65799.0,97686,Female,disloyal Customer,26,Business travel,Eco Plus,272,4,4,4,3,5,4,5,5,2,1,4,3,3,5,5,7.0,neutral or dissatisfied
65802.0,43442,Male,disloyal Customer,32,Business travel,Eco,679,3,3,3,4,4,3,4,4,3,4,3,4,3,4,82,79.0,neutral or dissatisfied
65803.0,47711,Male,Loyal Customer,26,Business travel,Eco Plus,1464,3,2,2,2,3,3,4,3,1,4,4,4,4,3,5,0.0,neutral or dissatisfied
65818.0,79088,Female,Loyal Customer,60,Personal Travel,Eco,226,2,4,2,3,4,5,5,5,5,2,2,4,5,3,0,0.0,neutral or dissatisfied
65826.0,57868,Male,disloyal Customer,48,Business travel,Business,305,3,3,3,3,3,5,5,3,3,3,3,5,2,5,180,169.0,neutral or dissatisfied
65850.0,50324,Female,Loyal Customer,46,Business travel,Business,109,0,4,0,4,1,5,5,3,3,3,3,1,3,2,0,0.0,satisfied
65856.0,38509,Female,Loyal Customer,36,Business travel,Business,2446,1,1,4,1,4,5,1,3,3,3,3,4,3,5,0,0.0,satisfied
65860.0,29375,Female,Loyal Customer,26,Business travel,Eco,2349,1,2,3,3,2,2,1,2,1,1,2,1,4,1,0,7.0,neutral or dissatisfied
65875.0,59152,Male,disloyal Customer,30,Business travel,Business,1101,4,3,3,4,1,3,2,1,3,2,4,3,4,1,8,0.0,satisfied
65876.0,16022,Female,Loyal Customer,63,Personal Travel,Eco,722,3,4,3,1,4,5,3,2,2,3,2,5,2,2,0,0.0,neutral or dissatisfied
65880.0,20136,Female,Loyal Customer,54,Business travel,Eco Plus,466,3,4,4,4,4,2,2,3,3,3,3,3,3,1,29,25.0,neutral or dissatisfied
65892.0,58435,Female,Loyal Customer,68,Personal Travel,Eco,723,3,3,2,5,5,2,3,3,3,2,3,2,3,3,107,115.0,neutral or dissatisfied
65900.0,11924,Female,Loyal Customer,45,Personal Travel,Eco,744,5,4,5,1,1,1,5,4,4,5,4,4,4,5,0,0.0,satisfied
65909.0,39800,Female,disloyal Customer,22,Business travel,Eco,272,2,4,2,3,2,2,5,2,1,4,5,4,3,2,0,0.0,neutral or dissatisfied
65915.0,23432,Male,Loyal Customer,37,Personal Travel,Business,576,3,5,3,1,2,4,4,5,5,3,1,5,5,4,45,44.0,neutral or dissatisfied
65916.0,16178,Female,Loyal Customer,37,Business travel,Business,212,0,3,0,2,3,4,2,1,1,1,1,5,1,2,0,0.0,satisfied
65924.0,91670,Female,Loyal Customer,46,Personal Travel,Eco Plus,1312,1,5,1,3,5,5,4,3,3,1,3,3,3,3,11,4.0,neutral or dissatisfied
65992.0,56455,Male,Loyal Customer,34,Personal Travel,Eco,719,2,4,2,3,3,2,2,3,5,4,1,3,5,3,3,23.0,neutral or dissatisfied
66004.0,22709,Female,Loyal Customer,42,Personal Travel,Eco,579,2,3,2,3,3,5,1,1,1,2,1,5,1,5,32,27.0,neutral or dissatisfied
66015.0,114085,Female,disloyal Customer,47,Business travel,Eco,392,1,4,1,4,1,2,2,1,2,4,3,2,3,2,142,116.0,neutral or dissatisfied
66037.0,106843,Male,disloyal Customer,42,Business travel,Business,233,3,3,3,3,2,3,2,2,3,1,3,3,3,2,2,0.0,neutral or dissatisfied
66052.0,14860,Male,Loyal Customer,43,Business travel,Business,2146,0,0,0,3,1,5,5,3,3,3,3,2,3,3,0,0.0,satisfied
66059.0,47161,Female,disloyal Customer,39,Business travel,Business,965,2,2,2,1,3,2,3,3,1,5,4,3,4,3,0,0.0,neutral or dissatisfied
66064.0,9181,Female,Loyal Customer,10,Personal Travel,Eco Plus,416,1,3,1,4,2,1,3,2,5,3,5,2,1,2,26,18.0,neutral or dissatisfied
66069.0,106789,Female,Loyal Customer,37,Business travel,Business,977,3,2,2,2,3,3,2,3,3,2,3,1,3,3,20,18.0,neutral or dissatisfied
66079.0,57779,Female,Loyal Customer,68,Personal Travel,Eco,2704,3,4,4,4,4,2,3,2,2,4,3,3,3,3,0,7.0,neutral or dissatisfied
66132.0,31058,Male,Loyal Customer,22,Business travel,Eco,641,5,4,4,4,5,5,3,5,4,1,4,1,3,5,0,0.0,satisfied
66151.0,5447,Male,disloyal Customer,62,Business travel,Business,265,2,2,2,3,2,3,3,3,1,3,2,3,3,3,127,195.0,neutral or dissatisfied
66170.0,10929,Male,Loyal Customer,40,Business travel,Business,1988,4,4,4,4,5,4,3,1,1,2,4,2,1,2,0,0.0,neutral or dissatisfied
66199.0,97074,Male,Loyal Customer,25,Business travel,Business,1390,1,1,1,1,3,4,3,3,3,5,5,5,4,3,15,3.0,satisfied
66218.0,53581,Male,Loyal Customer,10,Business travel,Eco Plus,1195,5,2,2,2,5,5,4,5,4,1,4,3,5,5,0,0.0,satisfied
66228.0,70859,Male,Loyal Customer,12,Business travel,Eco,761,3,3,3,3,3,3,2,3,3,5,4,3,3,3,29,10.0,neutral or dissatisfied
66229.0,48968,Male,disloyal Customer,23,Business travel,Business,363,0,3,0,1,5,0,3,5,2,2,4,5,4,5,2,0.0,satisfied
66244.0,29180,Female,disloyal Customer,35,Business travel,Eco Plus,978,2,2,2,1,2,2,2,2,3,4,3,5,3,2,0,0.0,neutral or dissatisfied
66254.0,53250,Female,Loyal Customer,47,Business travel,Eco Plus,612,4,2,2,2,2,4,4,4,4,4,4,2,4,2,43,36.0,neutral or dissatisfied
66266.0,56094,Male,disloyal Customer,49,Business travel,Business,1628,1,2,2,3,3,1,1,3,4,5,3,3,5,3,6,1.0,neutral or dissatisfied
66270.0,7419,Male,disloyal Customer,29,Business travel,Eco,522,2,3,2,3,2,2,5,2,4,4,2,1,2,2,0,0.0,neutral or dissatisfied
66283.0,50364,Male,Loyal Customer,25,Business travel,Business,3017,2,1,1,1,3,3,2,3,1,4,4,4,3,3,28,19.0,neutral or dissatisfied
66290.0,23660,Male,Loyal Customer,35,Business travel,Business,251,3,1,3,3,2,3,3,4,4,5,4,4,4,3,61,52.0,satisfied
66315.0,63614,Female,Loyal Customer,24,Business travel,Eco,1440,2,2,2,2,2,2,1,2,1,1,2,4,3,2,0,0.0,neutral or dissatisfied
66361.0,53530,Female,Loyal Customer,48,Business travel,Eco Plus,2253,3,2,3,3,1,3,4,3,3,3,3,5,3,4,7,0.0,satisfied
66365.0,123776,Male,disloyal Customer,25,Business travel,Business,646,2,5,2,4,1,2,5,1,5,3,5,4,4,1,6,12.0,neutral or dissatisfied
66380.0,13001,Male,disloyal Customer,20,Business travel,Eco,438,4,0,4,5,2,4,5,2,4,4,2,4,3,2,0,0.0,satisfied
66384.0,17533,Male,disloyal Customer,24,Business travel,Eco,252,1,0,1,1,3,1,3,3,4,4,3,2,4,3,9,5.0,neutral or dissatisfied
66387.0,44660,Female,Loyal Customer,24,Business travel,Business,3889,1,2,2,2,4,4,1,4,1,2,3,4,4,4,0,27.0,neutral or dissatisfied
66388.0,36713,Female,disloyal Customer,48,Business travel,Eco Plus,1121,3,2,2,3,5,3,5,5,5,4,1,1,5,5,16,23.0,neutral or dissatisfied
66389.0,50412,Female,Loyal Customer,42,Business travel,Business,3667,3,3,3,3,5,3,4,3,3,4,3,2,3,4,0,0.0,neutral or dissatisfied
66396.0,120626,Male,Loyal Customer,39,Business travel,Business,280,0,0,0,2,4,4,5,2,2,3,3,3,2,5,0,0.0,satisfied
66411.0,122775,Female,disloyal Customer,19,Business travel,Eco,599,0,4,0,5,3,0,4,3,5,3,5,5,4,3,4,2.0,satisfied
66413.0,99188,Male,Loyal Customer,30,Personal Travel,Eco,462,1,5,1,1,1,4,4,1,3,5,3,4,2,4,211,225.0,neutral or dissatisfied
66422.0,10131,Female,Loyal Customer,56,Personal Travel,Eco,946,5,3,5,4,5,3,1,1,1,5,1,3,1,1,0,,satisfied
66427.0,52801,Male,disloyal Customer,26,Business travel,Eco Plus,1874,3,2,2,3,4,2,4,4,5,1,3,1,2,4,10,0.0,neutral or dissatisfied
66428.0,110773,Male,disloyal Customer,26,Business travel,Business,1166,3,3,3,2,3,3,4,4,2,5,5,4,4,4,154,,neutral or dissatisfied
66437.0,101257,Male,disloyal Customer,30,Business travel,Business,2176,1,1,1,4,5,1,1,5,4,3,5,4,5,5,15,3.0,neutral or dissatisfied
66456.0,72870,Male,Loyal Customer,52,Personal Travel,Eco,700,2,4,2,4,3,2,4,3,5,5,5,5,4,3,22,3.0,neutral or dissatisfied
66459.0,20463,Female,Loyal Customer,61,Personal Travel,Eco,177,4,5,0,3,5,5,5,4,4,0,4,5,4,3,55,40.0,neutral or dissatisfied
66465.0,32354,Male,disloyal Customer,21,Business travel,Eco,102,4,0,5,4,4,5,1,4,4,1,4,5,3,4,0,0.0,satisfied
66488.0,100195,Female,Loyal Customer,27,Personal Travel,Eco,717,2,5,2,3,4,2,4,4,1,5,3,5,4,4,0,0.0,neutral or dissatisfied
66532.0,1421,Male,Loyal Customer,11,Personal Travel,Eco Plus,270,4,0,4,5,3,4,2,3,4,5,4,3,5,3,12,0.0,satisfied
66536.0,47719,Male,Loyal Customer,8,Business travel,Eco Plus,1504,4,4,4,4,4,4,3,4,3,4,2,4,2,4,0,0.0,satisfied
66551.0,113459,Male,disloyal Customer,23,Business travel,Business,223,1,3,1,4,5,1,5,5,4,4,4,1,4,5,22,19.0,neutral or dissatisfied
66552.0,113342,Male,Loyal Customer,39,Business travel,Business,2172,0,0,0,5,2,5,4,3,3,5,5,4,3,3,10,20.0,satisfied
66569.0,65991,Male,disloyal Customer,26,Business travel,Eco Plus,1372,1,1,1,2,1,1,1,1,1,2,3,3,2,1,0,0.0,neutral or dissatisfied
66624.0,45177,Female,Loyal Customer,42,Business travel,Eco Plus,174,5,4,4,4,4,1,2,5,5,5,5,3,5,1,0,15.0,satisfied
66630.0,31847,Female,disloyal Customer,28,Business travel,Eco,2640,2,2,2,4,3,2,5,3,3,2,4,1,4,3,54,27.0,neutral or dissatisfied
66641.0,89843,Female,Loyal Customer,48,Business travel,Business,1416,4,4,4,4,5,3,4,4,4,3,4,1,4,3,113,120.0,neutral or dissatisfied
66650.0,73122,Male,Loyal Customer,38,Personal Travel,Eco,2174,3,0,3,5,2,3,3,2,4,5,5,5,4,2,2,15.0,neutral or dissatisfied
66675.0,26787,Female,Loyal Customer,61,Personal Travel,Eco Plus,1199,2,1,1,4,2,3,4,3,3,1,3,3,3,1,6,0.0,neutral or dissatisfied
66685.0,6217,Male,Loyal Customer,70,Personal Travel,Business,413,2,5,2,3,2,5,5,5,5,2,5,4,5,3,0,0.0,neutral or dissatisfied
66709.0,8309,Female,disloyal Customer,24,Business travel,Eco Plus,530,4,4,4,3,3,4,4,3,4,3,4,3,4,3,21,32.0,neutral or dissatisfied
66720.0,14354,Female,disloyal Customer,23,Business travel,Eco Plus,429,4,5,4,4,2,4,2,2,3,5,3,4,1,2,0,0.0,neutral or dissatisfied
66734.0,104507,Female,disloyal Customer,27,Business travel,Eco,1009,4,4,4,3,3,4,1,3,2,4,1,4,1,3,0,4.0,satisfied
66736.0,44560,Female,Loyal Customer,70,Personal Travel,Eco Plus,157,3,3,3,3,1,3,4,2,2,3,2,3,2,1,0,0.0,neutral or dissatisfied
